epoch,loss,val_loss
0,0.6045020939906438,0.6144703557093938
1,0.5926794014374415,0.6082237660884857
2,0.5903786843021711,0.6015171637137731
3,0.5891846154133479,0.6032398621241252
4,0.5883113250136376,0.6020176897446314
5,0.587668317258358,0.598351406554381
6,0.5871840804815293,0.5971198280652364
7,0.586821804245313,0.5931609978278478
8,0.5864940338333448,0.5934782912333806
9,0.5862407849232356,0.5930549025535583
10,0.5859057292342186,0.5918316468596458
11,0.5857113014658292,0.5886747121810914
12,0.5854430243372917,0.5917144834995269
13,0.5852655167380969,0.5941744943459829
14,0.5850090846419335,0.5890322491526604
15,0.5848335126042365,0.5894379456837971
16,0.5846669565637906,0.5901624038815498
17,0.5845026873548825,0.5877548466126125
18,0.5842928684751193,0.5890894487500191
19,0.5841727949182193,0.5873308916886647
20,0.5840728754798571,0.58630517522494
21,0.583989397585392,0.5868003606796265
22,0.5837663822372754,0.5871101265152295
23,0.5837288663784663,0.5868204270799955
24,0.5835592952370644,0.5882362559437752
25,0.5834637347857158,0.5861483047405879
26,0.5833287674188614,0.5865051830808322
27,0.5832416467865308,0.5860390707850456
28,0.5830882991353671,0.5862805515527725
29,0.583028688331445,0.5863416348894437
30,0.5829518928130468,0.5863346194227537
31,0.5828512664635976,0.5852244849006335
32,0.5827348139882088,0.587232960263888
33,0.5826245593031247,0.5856722017129262
34,0.5825730762879053,0.5863154649734497
35,0.5824628614385923,0.5856673568487167
36,0.5823289428154628,0.5855863064527511
37,0.5822706297039986,0.5852387587229411
38,0.5821462819973627,0.5848958854873975
39,0.5820804228385289,0.584884890417258
40,0.5819875360528628,0.5874508067965507
41,0.581861661374569,0.5853922272721926
42,0.5817982446153959,0.5854486619432767
43,0.5817160267631213,0.5857396279772122
44,0.5816083580255509,0.5854005798697471
45,0.5815351755420367,0.5854396825035413
46,0.5814465686678887,0.5863961259524028
47,0.5813585829734802,0.585333701968193
48,0.5812255092461904,0.5856248100598653
49,0.5810997882485389,0.5857687776287397
50,0.5801481980085373,0.5853491206963857
51,0.5799767205119133,0.5851514245073001
52,0.5798762245972952,0.5850713302691778
53,0.5797560166319211,0.5852685391902923
54,0.5796304296453794,0.5858879332741102
55,0.579569572309653,0.5856327881415685
56,0.579479728937149,0.5855171029766401
57,0.5793756854534149,0.5856468250354131
58,0.579295151034991,0.5856741319100062
59,0.579210664431254,0.5863354330261549
60,0.5785251174370448,0.5853486592570941
61,0.5783740574121475,0.5855223804712295
62,0.5782856915394465,0.5854792972405751
63,0.5782214498519898,0.5860802645484606
64,0.5781585390369097,0.5856702893972396
65,0.5780782333016395,0.5859160537521044
66,0.5780216084917387,0.5858782281478246
67,0.5779508437712987,0.5859422648946444
68,0.5779182503620783,0.5859711016217868
69,0.5778373329838117,0.5861897940436999
70,0.5773999077081681,0.5859095826745033
71,0.5773098730047543,0.5862082506219546
72,0.5772819966077805,0.5861831396818161
73,0.5772407981753349,0.5862167989214261
74,0.5771853309869767,0.5862722352147103
75,0.5771442836523056,0.5862246349453926
76,0.5771017932891845,0.5862479428450267
77,0.5770668561259905,0.5863953044017156
78,0.5770406741897265,0.5865084663033485
79,0.5769876092672348,0.5864485293626786
80,0.5767445007960001,0.5863869284590085
81,0.5767138786117236,0.5864906564354897
82,0.5766847797234853,0.5864784985780715
83,0.5766804380218188,0.5865585620204607
84,0.5766408709685008,0.586546644071738
85,0.5766029901305835,0.5866093417008718
86,0.57658484150966,0.5867052813371022
87,0.576577706237634,0.5866556510329246
88,0.5765559834241867,0.5867103810111681
89,0.5765297404925028,0.5867875675360362
90,0.5764163315296174,0.5867275049289068
91,0.5763847186168035,0.5867336814602216
92,0.5763588737448057,0.5867257878184319
93,0.5763515078028043,0.5867587983608246
94,0.576351538101832,0.5867786486943563
95,0.5763271477818489,0.5868302881717682
96,0.5763203195730845,0.5867923309405645
97,0.5763139333327612,0.5868452966213227
98,0.5762865968545278,0.5868534992138544
99,0.5762730594476064,0.5868418743213017
100,0.5762168832619985,0.5868699486056964
101,0.5762060871720314,0.5868742982546489
102,0.5762095042069753,0.5868870317935944
103,0.5762007465958595,0.5869033152858416
104,0.5761784634987513,0.5869104132056236
105,0.5761824082334837,0.5868947173158328
106,0.5761787947018941,0.5869320740302404
107,0.5761938844124476,0.5869431793689728
108,0.5761664188901583,0.5869546721378962
109,0.5761716718475024,0.5869402766227723
110,0.5761145907640457,0.586963152885437
111,0.5761469430724779,0.5869426235556603
112,0.5761312767863274,0.5869465440511703
113,0.576112310787042,0.5869611745079358
114,0.5761132187644641,0.5869741762677828
115,0.5761155635118484,0.5869606147209804
116,0.5761053241292635,0.5869590997695923
117,0.5761212090651194,0.5869908506671587
118,0.5761023184657097,0.5869791368643443
119,0.5761052831013997,0.5869841625293096
120,0.5760742682218551,0.5869812563061714
121,0.5760805700222651,0.5869853918751081
122,0.5760706954201062,0.5869977826873461
123,0.5760731422901153,0.5869835545619329
124,0.5760708153247833,0.5869935577114423
125,0.5760668523112933,0.5870050976673762
126,0.5760764800508817,0.5870062321424484
127,0.5760758791367213,0.587006975710392
128,0.5760667194922765,0.5870036646723747
129,0.5760649216175079,0.5870077783862749
130,0.5760716490944227,0.5870035757621129
131,0.576074642042319,0.5870113347967466
132,0.5760509067773819,0.5870125100016594
133,0.5760534383853276,0.5870057567954063
134,0.5760439077019691,0.5870155428846677
135,0.576067176759243,0.5870162511865298
136,0.5760570544997851,0.5870133851965268
137,0.5760453624526659,0.5870113069812457
138,0.5760427881280581,0.587007786333561
139,0.5760478146870931,0.5870185588796933
140,0.5760575457413991,0.5870172585050265
141,0.5760377644499143,0.5870165343085925
142,0.5760283167163531,0.5870144858956337
143,0.576054831246535,0.5870279669761658
144,0.5760546702146531,0.5870174994071324
145,0.576055635313193,0.5870202779769897
146,0.576044814089934,0.5870247463385264
147,0.5760366136829058,0.5870180423061053
148,0.5760387694835662,0.5870194464921952
149,0.5760531012217204,0.5870192999641101
150,0.5760346813996633,0.5870287795861562
151,0.5760471680760384,0.5870183651645978
152,0.5760421561201413,0.5870275174578031
153,0.576034337679545,0.5870225265622139
154,0.5760362188021342,0.5870222548643748
155,0.5760375458995501,0.5870265652736028
156,0.5760286739468574,0.5870243271191915
157,0.5760350672403971,0.5870226656397184
158,0.5760313430428505,0.5870230287313462
159,0.5760469656189283,0.5870265444119771
160,0.5760478714108467,0.58702269444863
161,0.5760555549462636,0.5870214715600014
162,0.5760636493563652,0.5870169281959534
163,0.5760354616244634,0.5870220387975374
164,0.5760340149203936,0.5870218719045321
165,0.5760379540920257,0.5870279143253962
166,0.576037187675635,0.5870264043410619
167,0.5760343956947327,0.5870215977231662
168,0.5760435861349106,0.587024953464667
169,0.5760394060611724,0.5870193565885226
170,0.57606246838967,0.5870192751288414
171,0.5760371235013008,0.5870176598429679
172,0.5760366597771645,0.5870251566171646
173,0.576025618215402,0.5870292454957962
174,0.5760393006602923,0.5870192800958951
175,0.5760371244947116,0.5870203147331874
176,0.5760400997598966,0.5870277648170789
177,0.57603983014822,0.587023176252842
178,0.5760496083895366,0.5870211874445279
179,0.5760333383083344,0.5870313187440236
180,0.5760345115264257,0.5870271041989327
181,0.5760493509968122,0.5870197107394536
182,0.5760606135924657,0.5870227371652921
183,0.576039249698321,0.5870278835296631
184,0.5760529604554177,0.5870316460728645
185,0.5760515067974726,0.5870375682910284
186,0.5760475091139475,0.5870199784636497
187,0.5760368236899376,0.587034073472023
188,0.5760553588469823,0.5870254094401995
189,0.5760453578829765,0.5870240285992623
190,0.5760341309507688,0.5870251064499219
191,0.5760277369618416,0.5870263338088989
192,0.5760437353452047,0.5870247806111971
193,0.5760485135515531,0.5870249782999356
